39023587|t|INSM1 expression in neuroendocrine tumors in a tertiary care hospital.
39023587|a|Neuroendocrine tumors are heterogenous group of neoplasms that includes benign and malignant tumors that originate from neuroendocrine or nonneuroendocrine organs. Insulinoma-associated protein 1 (INSM1) is a zinc finger transcription factor originally isolated from subtraction library of human insulinoma. The main aim was to study the INSM1 expression in a spectrum of neuroendocrine tumors and a limited spectrum of nonneuroendocrine tumors. A total of 100 cases of which 57 neuroendocrine neoplasms and 43 nonneuroendocrine neoplasms were included in the study. Immunohistochemistry (IHC) was done and expression patterns of INSM1 were analyzed. Pituitary adenoma, medullary carcinoma of thyroid, pheochromocytoma lung, gastrointestinal, and pancreatic neuroendocrine tumors were the neuroendocrine tumors that were included in the study. Papillary carcinoma of thyroid, gastrointestinal adenocarcinoma, lung adenocarcinoma, and squamous cell carcinoma were the nonneuroendocrine tumors that were included in the study. Depending upon the tissue availability, comparison of INSM1 with synaptophysin and chromogranin was also done in few neuroendocrine tumors. All the 57 neuroendocrine tumors showed positive expression for INSM1 and all the nonneuroendocrine tumors were negative for INSM1. This study is statistically significant. Our study suggests that INSM1 is a diagnostic marker for neuroendocrine tumors with high degree of sensitivity and specificity. The study is significant and suggests that INSM1- IHC shows nuclear positivity in a spectrum of neuroendocrine tumors. Being a nuclear marker, interpretation is easy and more reliable than the cytoplasmic markers. INSM1 has a stronger positivity than synaptophysin and chromogranin in the present study especially for small cell carcinoma lung. Hence, INSM1 may be included in the routine panel for neuroendocrine tumors along with synaptophysin and chromogranin.
39023587	0	5	INSM1	Gene	3642
39023587	240	271	Insulinoma-associated protein 1	Gene	3642
39023587	273	278	INSM1	Gene	3642
39023587	366	371	human	Species	9606
39023587	414	419	INSM1	Gene	3642
39023587	729	734	INSM1	Gene	3642
39023587	1178	1183	INSM1	Gene	3642
39023587	1189	1202	synaptophysin	Gene	6855
39023587	1337	1342	INSM1	Gene	3642
39023587	1398	1403	INSM1	Gene	3642
39023587	1482	1487	INSM1	Gene	3642
39023587	1629	1634	INSM1	Gene	3642
39023587	1800	1805	INSM1	Gene	3642
39023587	1837	1850	synaptophysin	Gene	6855
39023587	1938	1943	INSM1	Gene	3642
39023587	2018	2031	synaptophysin	Gene	6855
