38660429|t|Sex-specificity in Surgical Stages of Lung Cancer in Young Adults.
38660429|a|Young Patients with lung cancer represent a distinct subset of patients with this neoplasm. Young International studies show increased lung cancer rates in females, while the incidence in males continues to decline. There is evidence to suggest that this trend recurs in younger patients. We studied the effects of gender differences on the incidence of surgical stages of lung cancer in young adults and its mortality rate. This study is a retrospective review (2010-2020) of young adults (aged under 45 years) with surgical-stage of lung cancer. We calculated female-to-male differences in incidence rate ratios, tumor characteristics, surgical management, and survival. Cumulative survival curves were generated by the Kaplan-Meier method. We examined 46 men and 24 women, under 45 years. Female patients were diagnosed at earlier stages. The proportion of stage IA disease was significantly higher in women than in men (46%  Our study identified sex differences in the incidence and mortality rates for surgical lung cancers in young adults, but the biological and endocrine mechanisms implicated in these disparities have not yet been determined.
38660429	85	93	Patients	Species	9606
38660429	142	150	patients	Species	9606
38660429	358	366	patients	Species	9606
38660429	855	858	men	Species	9606
38660429	866	871	women	Species	9606
38660429	896	904	patients	Species	9606
38660429	1002	1007	women	Species	9606
38660429	1016	1019	men	Species	9606
38660429	1061	1066	Women	Species	9606
38660429	1280	1283	men	Species	9606
38660429	1342	1350	patients	Species	9606
38660429	1372	1375	men	Species	9606
38660429	1521	1526	women	Species	9606
38660429	1534	1537	men	Species	9606
38660429	1769	1772	men	Species	9606
38660429	1784	1789	women	Species	9606
